Seq. Name	Seq. Description	Seq. Length	#Hits	min. eValue	mean Similarity
contig25390	f214b_ponab ame: full=protein fam214b	2518	5	0	92.60%
contig25391	sypm_rat ame: full=probable proline--trna mitochondrial ame: full=prolyl-trna synthetase short= flags: precursor	2517	5	0	76.20%
contig25392	sc6a4_macmu ame: full=sodium-dependent serotonin transporter ame: full=5ht transporter short=5htt ame: full=solute carrier family 6 member 4	2517	5	0	96.40%
contig25393	---NA---	2517	0		
contig25394	pex3_macfa ame: full=peroxisomal biogenesis factor 3 ame: full=peroxin-3 ame: full=peroxisomal assembly protein pex3	2517	5	0	97.00%
contig25395	---NA---	2516	0		
contig25396	myo1c_human ame: full=unconventional myosin-ic ame: full=myosin i beta short=mmi-beta short=mmib	2516	5	0	97.20%
contig25397	mtdc_mouse ame: full=bifunctional methylenetetrahydrofolate dehydrogenase mitochondrial includes: ame: full=nad-dependent methylenetetrahydrofolate dehydrogenase includes: ame: full=methenyltetrahydrofolate cyclohydrolase flags: precursor	2515	5	0	94.20%
contig25398	thop1_rat ame: full=thimet oligopeptidase ame: full=endo-oligopeptidase a ame: full=endopeptidase ame: full=pz-peptidase ame: full=soluble metallo-endopeptidase	2514	5	0	94.20%
contig25399	aqp1_ponab ame: full=aquaporin-1 short=aqp-1 ame: full=aquaporin-chip ame: full=water channel protein for red blood cells and kidney proximal tubule	2514	5	8.80E-177	96.00%
contig25400	clic1_human ame: full=chloride intracellular channel protein 1 ame: full=chloride channel abp ame: full=nuclear chloride ion channel 27 short=ncc27 ame: full=regulatory nuclear chloride ion channel protein short=hrncc	2514	5	8.01E-168	99.40%
contig25401	c1r_human ame: full=complement c1r subcomponent ame: full=complement component 1 subcomponent r contains: ame: full=complement c1r subcomponent heavy chain contains: ame: full=complement c1r subcomponent light chain flags: precursor	2514	5	0	80.80%
contig25402	fem1a_rat ame: full=protein fem-1 homolog a short=fem1a ame: full=fem1-alpha	2514	5	0	91.40%
contig25403	uaca_human ame: full=uveal autoantigen with coiled-coil domains and ankyrin repeats	2514	5	0	81.40%
contig25404	if2b_rabit ame: full=eukaryotic translation initiation factor 2 subunit 2 ame: full=eukaryotic translation initiation factor 2 subunit beta short=eif-2-beta	2513	5	0	97.80%
contig25405	---NA---	2513	0		
contig25406	glt18_human ame: full=polypeptide n-acetylgalactosaminyltransferase 18 ame: full=polypeptide c transferase-like protein 4 short= c-t-like protein 4 short=pp- ase-like protein 4 ame: full=polypeptide n-acetylgalactosaminyltransferase-like protein 4 ame: full=protein-udp acetylgalactosaminyltransferase-like protein 4 ame: full=udp- c:polypeptide n-acetylgalactosaminyltransferase-like protein 4	2513	5	0	81.40%
contig25407	utp15_bovin ame: full=u3 small nucleolar rna-associated protein 15 homolog	2501	5	0	96.00%
contig25408	zch14_mouse ame: full=zinc finger cchc domain-containing protein 14 ame: full=bdg-29	2489	5	0	64.40%
contig25409	acer2_mouse ame: full=alkaline ceramidase 2 short= ase 2 short=alkaline cdase 2 short=macer2 ame: full=acylsphingosine deacylase 3-like ame: full=cancer-related gene liver 1 protein short=crg-l1 ame: full=n-acylsphingosine amidohydrolase 3-like	2512	5	3.29E-126	75.40%
contig25410	vash1_mouse ame: full=vasohibin-1	2511	4	0	85.00%
contig25411	---NA---	2511	0		
contig25412	scfd2_human ame: full=sec1 family domain-containing protein 2 ame: full=syntaxin-binding protein 1-like 1	2511	2	0	93.00%
contig25413	heg1_human ame: full=protein heg homolog 1 flags: precursor	2510	2	7.61E-87	60.00%
contig25414	pkhg3_mouse ame: full=pleckstrin homology domain-containing family g member 3 short=ph domain-containing family g member 3	2510	2	0	78.50%
contig25415	ce030_bovin ame: full=unc119-binding protein c5orf30 homolog	2510	5	8.41E-137	95.20%
contig25416	---NA---	2510	0		
contig25417	hs3s4_human ame: full=heparan sulfate glucosamine 3-o-sulfotransferase 4 ame: full=heparan sulfate d-glucosaminyl 3-o-sulfotransferase 4 short=3-ost-4 short=heparan sulfate 3-o-sulfotransferase 4 short=h3-ost-4	2509	5	0	89.60%
contig25418	tle4_xenla ame: full=transducin-like enhancer protein 4 ame: full=enhancer of split groucho-like protein 2 short=esg2 short=xesg2 ame: full=grg-4 short=xgrg-4 ame: full=groucho-related protein 4	2509	5	0	99.40%
contig25419	grp78_human ame: full=78 kda glucose-regulated protein short=grp-78 ame: full=endoplasmic reticulum lumenal ca(2+)-binding protein grp78 ame: full=heat shock 70 kda protein 5 ame: full=immunoglobulin heavy chain-binding protein short= flags: precursor	2508	5	0	99.40%
contig25420	wrip1_rat ame: full=atpase wrnip1 ame: full=werner helicase-interacting protein 1	2508	5	0	84.80%
contig25421	mfs11_macfa ame: full=unc93-like protein mfsd11 ame: full=major facilitator superfamily domain-containing protein 11	2507	5	0	94.60%
contig25422	rwdd4_mouse ame: full=rwd domain-containing protein 4	2507	3	7.21E-88	92.33%
contig25423	tt39b_rat ame: full=tetratricopeptide repeat protein 39b short=tpr repeat protein 39b	2506	5	2.76E-46	94.20%
contig25424	melk_human ame: full=maternal embryonic leucine zipper kinase short=hmelk ame: full=protein kinase eg3 short=peg3 kinase ame: full=protein kinase pk38 short=hpk38 ame: full=tyrosine-protein kinase melk	2506	5	0	81.80%
contig25425	rtcb_human ame: full=trna-splicing ligase homolog	2506	5	0	99.60%
contig25426	ece1_mouse ame: full=endothelin-converting enzyme 1 short=ece-1	2506	5	0	97.60%
contig25427	anr31_human ame: full= ankyrin repeat domain-containing protein 31	2505	1	0	73.00%
contig25428	icam2_mouse ame: full=intercellular adhesion molecule 2 short=icam-2 ame: full=lymphocyte function-associated ag-1 counter-receptor ame: cd_antigen=cd102 flags: precursor	2503	5	1.90E-96	72.80%
contig25429	---NA---	2503	0		
contig25430	nop58_human ame: full=nucleolar protein 58 ame: full=nucleolar protein 5	2503	5	0	94.00%
contig25431	ptcd3_human ame: full=pentatricopeptide repeat domain-containing protein mitochondrial ame: full=28s ribosomal protein mitochondrial short=mrp-s39 ame: full=transformation-related gene 15 protein short=trg-15 flags: precursor	2503	5	0	82.00%
contig25432	---NA---	2503	0		
contig25433	pag1_human ame: full=phosphoprotein associated with glycosphingolipid-enriched microdomains 1 ame: full=csk-binding protein ame: full=transmembrane adapter protein pag ame: full=transmembrane phosphoprotein cbp	2501	3	0	84.00%
contig25434	---NA---	2485	0		
contig25435	bahd1_mouse ame: full=bromo adjacent homology domain-containing 1 protein short=bah domain-containing protein 1	2499	5	1.86E-120	73.60%
contig25436	ita2b_human ame: full=integrin alpha-iib ame: full=gpalpha iib short=gpiib ame: full=platelet membrane glycoprotein iib ame: cd_antigen=cd41 contains: ame: full=integrin alpha-iib heavy chain contains: ame: full=integrin alpha-iib light form 1 contains: ame: full=integrin alpha-iib light form 2 flags: precursor	2499	5	0	76.00%
contig25437	---NA---	2499	0		
contig25438	cdv3_human ame: full=protein cdv3 homolog	2498	5	2.89E-52	89.20%
contig25439	K0947_HUMANRecName: Full=Uncharacterized protein KIAA0947	2498	1	3.22E-121	62.00%
contig25440	ikbe_human ame: full=nf-kappa-b inhibitor epsilon short=nf-kappa-bie ame: full=i-kappa-b-epsilon short= -e short= -epsilon short= epsilon	2498	5	2.22E-116	71.00%
contig25441	gab2_human ame: full=grb2-associated-binding protein 2 ame: full=grb2-associated binder 2 ame: full=growth factor receptor bound protein 2-associated protein 2 ame: full=pp100	2497	5	0	77.60%
contig25442	---NA---	2497	0		
contig25443	CS071_BOVINRecName: Full=Uncharacterized protein C19orf71 homolog	2497	4	3.48E-48	81.00%
contig25444	dkc1_human ame: full=h aca ribonucleoprotein complex subunit 4 ame: full=cbf5 homolog ame: full=dyskerin ame: full=nopp140-associated protein of 57 kda ame: full=nucleolar protein nap57 ame: full=nucleolar protein family a member 4 ame: full=snornp protein dkc1	2497	5	0	91.60%
contig25445	ap2a2_mouse ame: full=ap-2 complex subunit alpha-2 ame: full=100 kda coated vesicle protein c ame: full=adapter-related protein complex 2 subunit alpha-2 ame: full=adaptor protein complex ap-2 subunit alpha-2 ame: full=alpha-adaptin c ame: full=alpha2-adaptin ame: full=clathrin assembly protein complex 2 alpha-c large chain ame: full=plasma membrane adaptor ha2 ap2 adaptin alpha c subunit	2497	5	1.44E-173	95.60%
contig25446	stn1_human ame: full=cst complex subunit stn1 ame: full=oligonucleotide oligosaccharide-binding fold-containing protein 1 ame: full=suppressor of cdc thirteen homolog	2496	5	1.39E-178	84.20%
contig25447	muta_mouse ame: full=methylmalonyl- mitochondrial short=mcm ame: full=methylmalonyl- isomerase flags: precursor	2496	5	0	96.00%
contig25448	rdh10_human ame: full=retinol dehydrogenase 10	2496	5	0	97.40%
contig25449	3bp1_human ame: full=sh3 domain-binding protein 1 short=3bp-1	2496	5	0	74.80%
contig25450	rir2_human ame: full=ribonucleoside-diphosphate reductase subunit m2 ame: full=ribonucleotide reductase small chain ame: full=ribonucleotide reductase small subunit	2495	5	0	95.40%
contig25451	---NA---	2494	0		
contig25452	---NA---	2494	0		
contig25453	dpyl2_rat ame: full=dihydropyrimidinase-related protein 2 short=drp-2 ame: full=collapsin response mediator protein 2 short=crmp-2 ame: full=turned on after division 64 kda protein short=toad-64	2493	5	0	97.00%
contig25454	clap1_human ame: full=clip-associating protein 1 ame: full=cytoplasmic linker-associated protein 1 ame: full=multiple asters homolog 1 ame: full=protein orbit homolog 1 short=horbit1	2493	5	0	91.20%
contig25455	---NA---	2493	0		
contig25456	spry7_bovin ame: full=spry domain-containing protein 7 ame: full=chronic lymphocytic leukemia deletion region gene 6 protein homolog short=cll deletion region gene 6 protein homolog	2493	4	1.68E-136	98.00%
contig25457	co2_gorgo ame: full=complement c2 ame: full=c3 c5 convertase contains: ame: full=complement c2b fragment contains: ame: full=complement c2a fragment flags: precursor	2493	5	0	87.40%
contig25458	---NA---	2492	0		
contig25459	odpx_human ame: full=pyruvate dehydrogenase protein x mitochondrial ame: full=dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex ame: full=e3-binding protein short=e3bp ame: full=lipoyl-containing pyruvate dehydrogenase complex component x ame: full=prox flags: precursor	2492	5	0	74.60%
contig25460	K1671_HUMANRecName: Full=Uncharacterized protein KIAA1671	2492	3	7.71E-54	75.67%
contig25461	rnf26_human ame: full=ring finger protein 26	2491	2	3.32E-162	89.50%
contig25462	nckx3_rat ame: full=sodium potassium calcium exchanger 3 ame: full=na(+) k(+) ca(2+)-exchange protein 3 flags: precursor	2491	5	4.39E-147	93.80%
contig25463	pr38a_human ame: full=pre-mrna-splicing factor 38a	2490	5	8.79E-137	97.20%
contig25464	g137b_mouse ame: full=integral membrane protein gpr137b ame: full=transmembrane 7 superfamily member 1 protein	2490	5	2.75E-178	83.00%
contig25465	thms1_human ame: full=protein themis ame: full=thymocyte-expressed molecule involved in selection	2490	5	0	75.40%
contig25466	gpr82_human ame: full=probable g-protein coupled receptor 82	2489	5	0	63.40%
contig25467	zswm3_human ame: full=zinc finger swim domain-containing protein 3	2488	4	0	61.25%
contig25468	ccnb1_human ame: full=g2 mitotic-specific cyclin-b1	2488	5	0	88.40%
contig25469	cad11_human ame: full=cadherin-11 ame: full=osf-4 ame: full=osteoblast cadherin short=ob-cadherin flags: precursor	2487	5	0	89.40%
contig25470	m3k2_human ame: full=mitogen-activated protein kinase kinase kinase 2 ame: full=mapk erk kinase kinase 2 short=mek kinase 2 short=mekk 2	2486	5	3.94E-87	91.20%
contig25471	bgal_ponab ame: full=beta-galactosidase ame: full=acid beta-galactosidase short=lactase flags: precursor	2486	5	0	88.00%
contig25472	mtap_human ame: full=s-methyl-5 -thioadenosine phosphorylase ame: full=5 -methylthioadenosine phosphorylase short=mta phosphorylase short=mtap short=mtapase	2486	5	0	93.00%
contig25473	---NA---	2486	0		
contig25474	---NA---	2485	0		
contig25475	susd4_mouse ame: full=sushi domain-containing protein 4 flags: precursor	2485	5	0	78.20%
contig25476	bcl6b_human ame: full=b-cell cll lymphoma 6 member b protein ame: full=bcl6-associated zinc finger protein ame: full=zinc finger protein 62	2484	5	3.02E-77	93.60%
contig25477	wdfy1_human ame: full=wd repeat and fyve domain-containing protein 1 ame: full=fens-1 ame: full=phosphoinositide-binding protein 1 ame: full=wd40- and fyve domain-containing protein 1 ame: full=zinc finger fyve domain-containing protein 17	2484	5	0	83.80%
contig25478	cav1_rabit ame: full=caveolin-1	2484	5	1.35E-119	99.00%
contig25479	zdh13_macfa ame: full=palmitoyltransferase zdhhc13 ame: full=zinc finger dhhc domain-containing protein 13 short=dhhc-13	2483	5	0	90.20%
contig25480	nck2_human ame: full=cytoplasmic protein nck2 ame: full=growth factor receptor-bound protein 4 ame: full=nck adaptor protein 2 short=nck-2 ame: full=sh2 sh3 adaptor protein nck-beta	2482	5	0	78.20%
contig25481	pvrl3_human ame: full=poliovirus receptor-related protein 3 ame: full=cdw113 ame: full=nectin-3 ame: cd_antigen=cd113 flags: precursor	2482	5	0	69.80%
contig25482	myo10_human ame: full=unconventional myosin-x ame: full=unconventional myosin-10	2482	5	0	90.20%
contig25483	cbp_rat ame: full=creb-binding protein	2481	5	0	91.00%
contig25484	spx3_human ame: full=sugar phosphate exchanger 3 ame: full=solute carrier family 37 member 3	2481	5	0	90.60%
contig25485	sept7_human ame: full=septin-7 ame: full=cdc10 protein homolog	2481	5	0	98.40%
contig25486	smap_ponab ame: full=small acidic protein	2481	5	4.47E-83	92.20%
contig25487	knop1_human ame: full=lysine-rich nucleolar protein 1 ame: full=testis-specific gene 118 protein	2481	4	2.10E-121	74.00%
contig25488	---NA---	2481	0		
contig25489	foxn3_human ame: full=forkhead box protein n3 ame: full=checkpoint suppressor 1	2480	5	3.55E-37	82.00%
contig25490	hnrpl_mouse ame: full=heterogeneous nuclear ribonucleoprotein l short=hnrnp l	2480	5	0	79.40%
contig25491	syq_bovin ame: full=glutamine--trna ligase ame: full=glutaminyl-trna synthetase short=	2479	5	0	78.60%
contig25492	macd1_bovin ame: full=o-acetyl-adp-ribose deacetylase macrod1 ame: full=macro domain-containing protein 1 ame: full=protein lrp16 ame: full=	2479	5	7.69E-156	94.20%
contig25493	f102b_human ame: full=protein fam102b	2479	5	0	78.00%
contig25494	---NA---	2479	0		
contig25495	gpr56_pantr ame: full=g-protein coupled receptor 56 contains: ame: full=gpr56 n-terminal fragment short=gpr56 nt short=gpr56 ame: full=gpr56 extracellular subunit ame: full=gpr56 subunit alpha contains: ame: full=gpr56 c-terminal fragment short=gpr56 ct short=gpr56 ame: full=gpr56 seven-transmembrane subunit short=gpr56 7tm ame: full=gpr56 subunit beta flags: precursor	2478	5	0	89.80%
contig25496	spib_human ame: full=transcription factor spi-b	2478	5	3.02E-93	81.40%
contig25497	snx4_human ame: full=sorting nexin-4	2478	5	0	86.20%
contig25498	rtn3_ponab ame: full=reticulon-3	2478	5	8.60E-132	96.00%
contig25499	mdm2_human ame: full=e3 ubiquitin-protein ligase mdm2 ame: full=double minute 2 protein short=hdm2 ame: full=oncoprotein mdm2 ame: full=p53-binding protein mdm2	2478	5	0	87.00%
contig25500	---NA---	2473	0		
contig25501	s35d2_bovin ame: full=udp-n-acetylglucosamine udp-glucose gdp-mannose transporter ame: full=solute carrier family 35 member d2	2477	5	0	92.60%
contig25502	---NA---	2477	0		
contig25503	lsg1_human ame: full=large subunit gtpase 1 homolog short=hlsg1	2477	5	0	89.00%
contig25504	tfam_pig ame: full=transcription factor mitochondrial short=mttfa flags: precursor	2476	5	1.59E-92	79.60%
contig25505	lpar3_human ame: full=lysophosphatidic acid receptor 3 short=lpa receptor 3 short=lpa-3 ame: full=lysophosphatidic acid receptor edg-7	2476	5	1.38E-169	85.00%
contig25506	ddx1_rat ame: full=atp-dependent rna helicase ddx1 ame: full=dead box protein 1	2475	5	0	99.00%
contig25507	pdia1_human ame: full=protein disulfide-isomerase short=pdi ame: full=cellular thyroid hormone-binding protein ame: full=prolyl 4-hydroxylase subunit beta ame: full=p55 flags: precursor	2474	5	0	97.20%
contig25508	ghitm_human ame: full=growth hormone-inducible transmembrane protein ame: full=dermal papilla-derived protein 2 ame: full=mitochondrial morphology and cristae structure 1 short=mics1 ame: full=transmembrane bax inhibitor motif-containing protein 5 flags: precursor	2474	5	0	75.40%
contig25509	lat2_rabit ame: full=large neutral amino acids transporter small subunit 2 ame: full=4f2-lc5 ame: full=l-type amino acid transporter 2 ame: full=solute carrier family 7 member 8	2472	5	0	96.20%
contig25510	caf1b_human ame: full=chromatin assembly factor 1 subunit b short=caf-1 subunit b ame: full=chromatin assembly factor i p60 subunit short=caf-i 60 kda subunit short=caf-i p60 ame: full=m-phase phosphoprotein 7	2472	5	0	72.60%
contig25511	fstl1_bovin ame: full=follistatin-related protein 1 ame: full=follistatin-like protein 1 flags: precursor	2472	5	0	96.60%
contig25512	ano10_mouse ame: full=anoctamin-10 ame: full=transmembrane protein 16k	2472	5	0	76.20%
contig25513	---NA---	2471	0		
contig25514	rpn2_human ame: full=dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 ame: full=dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kda subunit ame: full=ribiir ame: full=ribophorin ii short=rpn-ii ame: full=ribophorin-2 flags: precursor	2470	5	0	96.00%
contig25515	zchc4_human ame: full=zinc finger cchc domain-containing protein 4	2470	5	0	83.40%
contig25516	fa78a_mouse ame: full=protein fam78a	2468	3	5.69E-112	93.67%
contig25517	---NA---	2468	0		
contig25518	sgk1_rabit ame: full=serine threonine-protein kinase sgk1 ame: full=serum glucocorticoid-regulated kinase 1	2467	5	0	98.60%
contig25519	zbt26_human ame: full=zinc finger and btb domain-containing protein 26 ame: full=zinc finger protein 481 ame: full=zinc finger protein bioref	2465	5	0	67.40%
contig25520	---NA---	2465	0		
contig25521	tf65_mouse ame: full=transcription factor p65 ame: full=nuclear factor nf-kappa-b p65 subunit ame: full=nuclear factor of kappa light polypeptide gene enhancer in b-cells 3	2464	5	0	84.40%
contig25522	tbb5_xenla ame: full=tubulin beta chain ame: full=tubulin beta-5 chain	2462	5	0	99.40%
contig25523	---NA---	2462	0		
contig25524	ca216_human ame: full=upf0500 protein c1orf216	2462	3	6.25E-87	87.33%
contig25525	cadh6_human ame: full=cadherin-6 ame: full=kidney cadherin short=k-cadherin flags: precursor	2462	5	0	96.80%
contig25526	ap5b1_bovin ame: full=ap-5 complex subunit beta-1 ame: full=adapter-related protein complex 5 beta subunit short=beta5	2461	5	0	76.20%
contig25527	zbt7c_human ame: full=zinc finger and btb domain-containing protein 7c ame: full=affected by papillomavirus dna integration in me180 cells protein 1 short=apm-1 ame: full=zinc finger and btb domain-containing protein 36 ame: full=zinc finger protein 857c	2461	2	1.04E-22	95.50%
contig25528	ctbp2_human ame: full=c-terminal-binding protein 2 short= 2	2459	5	0	97.20%
contig25529	---NA---	2459	0		
contig25530	---NA---	2459	0		
contig25531	cbx2_human ame: full=chromobox protein homolog 2	2459	5	0	85.40%
contig25532	glt10_human ame: full=polypeptide n-acetylgalactosaminyltransferase 10 ame: full=polypeptide c transferase 10 short= c-t10 short=pp- ase 10 ame: full=protein-udp acetylgalactosaminyltransferase 10 ame: full=udp- c:polypeptide n-acetylgalactosaminyltransferase 10	2458	5	9.13E-104	83.20%
contig25533	anky2_human ame: full=ankyrin repeat and mynd domain-containing protein 2	2457	5	0	83.80%
contig25534	syg_human ame: full=glycine--trna ligase ame: full=diadenosine tetraphosphate synthetase short=ap-4-a synthetase ame: full=glycyl-trna synthetase short=	2456	5	0	93.60%
contig25535	myc_tupgl ame: full=myc proto-oncogene protein ame: full=proto-oncogene c-myc ame: full=transcription factor p64	2455	5	0	88.60%
contig25536	---NA---	2454	0		
contig25537	---NA---	2454	0		
contig25538	abhd4_mouse ame: full=abhydrolase domain-containing protein 4 ame: full=alpha beta-hydrolase 4 ame: full=lyso-n-acylphosphatidylethanolamine lipase	2454	5	0	87.80%
contig25539	wdfy2_mouse ame: full=wd repeat and fyve domain-containing protein 2 ame: full=wd40- and fyve domain-containing protein 2	2453	5	0	84.20%
contig25540	vatc1_bovin ame: full=v-type proton atpase subunit c 1 short=v-atpase subunit c 1 ame: full=vacuolar proton pump subunit c 1	2453	5	0	98.80%
contig25541	snx12_human ame: full=sorting nexin-12	2453	5	2.25E-105	89.20%
contig25542	hs90a_human ame: full=heat shock protein hsp 90-alpha ame: full=heat shock 86 kda short=hsp 86 short=hsp86 ame: full=renal carcinoma antigen ny-ren-38	2452	5	0	100.00%
contig25543	uba3_mouse ame: full=nedd8-activating enzyme e1 catalytic subunit ame: full=nedd8-activating enzyme e1c ame: full=ubiquitin-activating enzyme e1c ame: full=ubiquitin-like modifier-activating enzyme 3 short=ubiquitin-activating enzyme 3	2452	5	0	99.00%
contig25544	---NA---	2452	0		
contig25545	wdr62_mouse ame: full=wd repeat-containing protein 62	2438	5	0	71.60%
contig25546	pigw_rat ame: full=phosphatidylinositol-glycan biosynthesis class w protein short=pig-w	2451	5	0	76.40%
contig25547	sc31b_human ame: full=protein transport protein sec31b ame: full=sec31-like protein 2 ame: full=sec31-related protein b ame: full=sec31b-1	2450	5	1.50E-91	74.20%
contig25548	herc6_human ame: full=probable e3 ubiquitin-protein ligase herc6 ame: full=hect domain and rcc1-like domain-containing protein 6	2449	5	0	63.80%
contig25549	pcdh1_human ame: full=protocadherin-1 ame: full=cadherin-like protein 1 ame: full=protocadherin-42 short=pc42 flags: precursor	2449	5	0	69.20%
contig25550	nat10_human ame: full=n-acetyltransferase 10	2449	5	0	85.20%
contig25551	lacb2_bovin ame: full=beta-lactamase-like protein 2	2448	5	8.66E-173	90.80%
contig25552	---NA---	2448	0		
contig25553	---NA---	2448	0		
contig25554	pkho2_human ame: full=pleckstrin homology domain-containing family o member 2 short=ph domain-containing family o member 2 ame: full=pleckstrin homology domain-containing family q member 1 short=ph domain-containing family q member 1	2447	5	0	68.40%
contig25555	ppn_mouse ame: full=papilin flags: precursor	2447	5	0	57.80%
contig25556	wdr5_human ame: full=wd repeat-containing protein 5 ame: full=bmp2-induced 3-kb gene protein	2447	5	0	98.20%
contig25557	syne2_human ame: full=nesprin-2 ame: full=nuclear envelope spectrin repeat protein 2 ame: full=nucleus and actin connecting element protein short=protein nuance ame: full=synaptic nuclear envelope protein 2 short=syne-2	2446	4	0	71.25%
contig25558	dnjb4_human ame: full= homolog subfamily b member 4 ame: full=heat shock 40 kda protein 1 homolog short=hsp40 homolog short=heat shock protein 40 homolog ame: full=human liver -like protein	2446	5	0	94.00%
contig25559	ring2_mouse ame: full=e3 ubiquitin-protein ligase ring2 ame: full=ring finger protein 1b short=ring1b ame: full=ring finger protein 2	2446	5	0	97.80%
contig25560	---NA---	2446	0		
contig25561	thil_bovin ame: full=acetyl- mitochondrial ame: full=acetoacetyl- thiolase flags: precursor	2445	5	0	94.00%
contig25562	senp2_ponab ame: full=sentrin-specific protease 2 ame: full=sentrin sumo-specific protease senp2	2444	5	0	89.00%
contig25563	---NA---	2444	0		
contig25564	calb1_mouse ame: full=calbindin ame: full=calbindin d28 ame: full=d-28k ame: full=pcd-29 ame: full=spot 35 protein ame: full=vitamin d-dependent calcium-binding avian-type	2444	5	0	99.20%
contig25565	plsi_mouse ame: full=plastin-1	2443	5	0	94.20%
contig25566	sap_human ame: full=proactivator polypeptide contains: ame: full=saposin-a ame: full=protein a contains: ame: full=saposin-b-val contains: ame: full=saposin-b ame: full=cerebroside sulfate activator short=csact ame: full=dispersin ame: full=sphingolipid activator protein 1 short=sap-1 ame: full=sulfatide gm1 activator contains: ame: full=saposin-c ame: full=a1 activator ame: full=co-beta-glucosidase ame: full=glucosylceramidase activator ame: full=sphingolipid activator protein 2 short=sap-2 contains: ame: full=saposin-d ame: full=component c ame: full=protein c flags: precursor	2443	5	0	78.60%
contig25567	stxb3_human ame: full=syntaxin-binding protein 3 ame: full=platelet sec1 protein short=psp ame: full=protein unc-18 homolog 3 short=unc18-3 ame: full=protein unc-18 homolog c short=unc-18c	2442	5	0	81.20%
contig25568	zn786_mouse ame: full=zinc finger protein 786	2442	5	3.22E-123	57.40%
contig25569	p2y12_macfa ame: full=p2y purinoceptor 12 short=p2y12	2442	5	0	85.00%
contig25570	sun2_mouse ame: full=sun domain-containing protein 2 ame: full=protein unc-84 homolog b ame: full=sad1 unc-84 2	2442	5	0	75.60%
contig25571	---NA---	2441	0		
contig25572	casp3_pantr ame: full=caspase-3 short=casp-3 contains: ame: full=caspase-3 subunit p17 contains: ame: full=caspase-3 subunit p12 flags: precursor	2441	5	0	94.60%
contig25573	ifit2_human ame: full=interferon-induced protein with tetratricopeptide repeats 2 short=ifit-2 ame: full=isg-54 k ame: full=interferon-induced 54 kda protein short=ifi-54k short=p54	2441	5	4.93E-99	67.60%
contig25574	gas6_mouse ame: full=growth arrest-specific protein 6 short=gas-6 ame: full=axl receptor tyrosine kinase ligand flags: precursor	2441	5	0	78.00%
contig25575	tdif2_human ame: full=deoxynucleotidyltransferase terminal-interacting protein 2 ame: full=estrogen receptor-binding protein ame: full=lpts-interacting protein 2 short=lpts-rp2 ame: full=terminal deoxynucleotidyltransferase-interacting factor 2 short= 2 short= -interacting factor 2	2439	5	1.77E-99	85.80%
contig25576	tsn14_mouse ame: full=tetraspanin-14 short=tspan-14 ame: full=transmembrane 4 superfamily member 14	2439	5	2.04E-167	84.80%
contig25577	f131a_mouse ame: full=protein fam131a flags: precursor	2437	5	3.79E-165	79.80%
contig25578	oat_mouse ame: full=ornithine mitochondrial ame: full=ornithine--oxo-acid aminotransferase flags: precursor	2437	5	0	92.80%
contig25579	mcm7_bovin ame: full=dna replication licensing factor mcm7	2437	5	0	95.20%
contig25580	szrd1_mouse ame: full=suz domain-containing protein 1	2437	5	1.67E-67	98.00%
contig25581	ppbt_rat ame: full=alkaline tissue-nonspecific isozyme short=ap-tnap short=tnsalp ame: full=alkaline phosphatase liver bone kidney isozyme flags: precursor	2436	5	0	96.00%
contig25582	ssrg_mouse ame: full=translocon-associated protein subunit gamma short=trap-gamma ame: full=signal sequence receptor subunit gamma short=ssr-gamma	2435	5	3.98E-101	90.40%
contig25583	tri41_mouse ame: full=e3 ubiquitin-protein ligase trim41 ame: full=tripartite motif-containing protein 41	2431	5	0	69.00%
contig25584	---NA---	2434	0		
contig25585	ttc28_human ame: full=tetratricopeptide repeat protein 28 short=tpr repeat protein 28 ame: full=tpr repeat-containing big gene cloned at keio	2434	2	1.05E-99	74.50%
contig25586	dep1b_human ame: full=dep domain-containing protein 1b ame: full=hbv x-transactivated gene 8 protein ame: full=hbv xag-transactivated protein 8	2434	5	0	88.80%
contig25587	pol_jsrv ame: full=pol polyprotein contains: ame: full=reverse transcriptase ribonuclease h short=rt contains: ame: full=integrase short=in	2433	5	0	69.80%
contig25588	nxn_bovin ame: full=nucleoredoxin	2434	5	0	97.20%
contig25589	arl4a_rat ame: full=adp-ribosylation factor-like protein 4a	2434	5	1.25E-126	89.40%
contig25590	---NA---	2433	0		
contig25591	---NA---	2433	0		
contig25592	she_human ame: full=sh2 domain-containing adapter protein e	2432	5	0	71.00%
contig25593	folh1_pig ame: full=glutamate carboxypeptidase 2 ame: full=folate hydrolase 1 ame: full=folylpoly-gamma-glutamate carboxypeptidase short=fgcp ame: full=glutamate carboxypeptidase ii short=gcpii ame: full=membrane glutamate carboxypeptidase short=mgcp ame: full=n-acetylated-alpha-linked acidic dipeptidase i short=naaladase i ame: full=prostate-specific membrane antigen homolog ame: full=pteroylpoly-gamma-glutamate carboxypeptidase	2432	5	0	89.80%
contig25594	---NA---	2432	0		
contig25595	pipna_human ame: full=phosphatidylinositol transfer protein alpha isoform short=pi-tp-alpha short= ns transfer protein alpha short= nstp alpha	2431	5	1.47E-180	98.60%
contig25596	satb1_human ame: full=dna-binding protein satb1 ame: full=special at-rich sequence-binding protein 1	2431	4	7.11E-64	90.25%
